CASH,1394,386,2090323,393.45,384.4,388.95,390.7
CASH,1594,2745.8,364251,2764.45,2720,2731.05,2753.5
CASH,14732,199.85,5799839,205.45,197.1,202.95,203.5
CASH,10604,397.8,4135231,401.3,391.6,391.6,395.65
CASH,2031,735.35,1513665,757.8,733,753,758.45
CASH,10999,922,1209270,945,907.05,945,947.15
CASH,11709,245.1,753752,247.2,235.5,243.65,243.65
CASH,15313,140.3,1152265,147.2,138.25,146,145.95
CASH,694,315.4,1501378,318.45,310,311,310.8
CASH,275,81.85,2262970,85.1,80.15,84.95,85.1
CASH,4963,762.45,3718380,771,748,770,778.2
CASH,11460,60.3,19969186,62.6,58.9,62.35,62.65
CASH,20374,295.7,4105573,303.9,294.6,303.9,304.95
CASH,14818,307.45,1357857,343,291.5,343,321.4
CASH,13481,22.95,13632618,24.7,20.55,24.7,25
CASH,12026,34.05,14328945,34.35,32.25,32.25,32.1
CASH,11262,384,928894,391.65,379.9,385.05,394.1
CASH,1476,95.45,1647062,99,95.1,99,98.7
CASH,4717,377.65,737471,387.8,370.5,387.8,386.55
CASH,121,96.7,2465999,112.9,88.7,109.95,110.85
CASH,1363,121.75,6508399,122.5,118.25,121.7,122.85
CASH,7569,30.9,13476643,36,28.4,35.4,36.25
CASH,7406,307.45,850128,321.05,295.1,321,318.9
CASH,25,332.95,1757398,365,321,365,351.55
CASH,13187,72.4,4629528,75.2,70.75,75,75.2
CASH,553,408.1,951983,421,403.05,415.3,416.95
CASH,11331,429,968779,433.9,416.15,422,428.25
CASH,2882,305.4,1581523,315.8,302.55,312,315.85
CASH,11431,107.65,3421581,109.5,105.5,107.2,108.55
CASH,3063,186.4,2300588,192.5,181.8,190.05,192.45
CASH,7229,404.5,477160,407.5,401,405,408.6
CASH,1406,293.5,673478,296.3,280,280,280.1
